sequence,segment,model,dt_ms,n_frames,poisson,delta_VFG,delta_IG,delta_GI,delta_RF,delta_FR,delta_IMU,err,median,dir,beta,low_freq,contrast,secs
boxes_rotation,seg_B,thesis_cmax,20,50,iterative,0.12,0.1,0.05,0.05,0.1,0.5,8.1,5.38,7.65,0.935,0.0577,0.0529,67
