dataset,segment_id,model,n_frames,n_iters,delta_FR,delta_IMU,duration_s,mean_err_deg_s,median_err_deg_s,mean_dir_err_deg,mean_beta
boxes_rotation,seg_B,thesis,25,100,0.5,0.0,0.5,20.68846347466082,19.83178325869168,8.692876958746558,1.6240064486909775
boxes_rotation,seg_B,thesis,50,75,0.1,0.0,1.0,36.120408202664905,22.797464113248488,53.50051455985691,1.4874472811237527
boxes_rotation,seg_B,thesis,50,75,0.2,0.0,1.0,36.21811474044133,22.768923483590832,53.60808745922191,1.49292094977105
boxes_rotation,seg_B,thesis,50,75,0.3,0.0,1.0,36.25248286660052,22.758001613366083,53.65376577812894,1.494676525125168
boxes_rotation,seg_B,thesis,50,75,0.5,0.0,1.0,36.27808700158331,22.748304586314394,53.690140794951155,1.4959837695583993
boxes_rotation,seg_B,thesis,50,100,0.1,0.0,1.0,36.20734769992557,22.75044613235214,53.574677549411646,1.4921596501548762
boxes_rotation,seg_B,thesis,50,100,0.2,0.0,1.0,36.28716862905396,22.72335836869308,53.682200969476625,1.4960996094786694
boxes_rotation,seg_B,thesis,50,100,0.3,0.0,1.0,36.315532927014665,22.712722294031302,53.7281482341122,1.4973320573192177
boxes_rotation,seg_B,thesis,50,100,0.5,0.0,1.0,36.33672417326413,22.703136388522296,53.764910310599255,1.4982469345488092
boxes_rotation,seg_B,thesis,150,75,0.1,0.0,3.0,44.849105855461104,35.761061000539385,86.39138922178104,1.3589599210776762
boxes_rotation,seg_B,thesis,150,75,0.2,0.0,3.0,44.88475416675586,35.74734270161369,86.44121961283624,1.3608785690632288
boxes_rotation,seg_B,thesis,150,75,0.3,0.0,3.0,44.897796792240435,35.740868653403325,86.46203583170323,1.3614928549709755
boxes_rotation,seg_B,thesis,150,75,0.5,0.0,3.0,44.90698962078369,35.7358507896371,86.47711797500922,1.3619431081818199
boxes_rotation,seg_B,thesis,150,100,0.1,0.0,3.0,44.88953765870341,35.76722011024667,86.42805920507972,1.35970733464013
boxes_rotation,seg_B,thesis,150,100,0.2,0.0,3.0,44.916264701142666,35.75031346330154,86.46893031657027,1.3610942879029393
boxes_rotation,seg_B,thesis,150,100,0.3,0.0,3.0,44.92584625970149,35.74349274635442,86.48577649986507,1.3615205129086794
boxes_rotation,seg_B,thesis,150,100,0.5,0.0,3.0,44.932532026622404,35.73768777678863,86.49881688882272,1.3618413075640987
boxes_rotation,seg_B,thesis_imu,25,75,0.1,0.1,0.5,7.156216929822009,7.05367711330204,1.9355005713999107,1.1506988874066573
boxes_rotation,seg_B,thesis_imu,25,75,0.1,0.2,0.5,4.678214111098792,4.630888609766816,1.1165164902458122,1.0932688485227262
boxes_rotation,seg_B,thesis_imu,25,75,0.1,0.3,0.5,3.4626034302705744,3.4375105545719795,0.7724804365289324,1.0672968454722758
boxes_rotation,seg_B,thesis_imu,25,75,0.1,0.5,0.5,2.2733269300705587,2.266029091371691,0.4819742422397685,1.0431196580559445
boxes_rotation,seg_B,thesis_imu,25,75,0.2,0.1,0.5,9.706345671216692,9.560944472717535,2.9477767909289065,1.217266994863503
boxes_rotation,seg_B,thesis_imu,25,75,0.2,0.2,0.5,7.1604735199500364,7.04767580384115,1.9219020069490405,1.1508483001924446
boxes_rotation,seg_B,thesis_imu,25,75,0.2,0.3,0.5,5.664636481241932,5.603302183282113,1.4161327257351513,1.1153698219998984
